bin	normal_cell1	normal_cell2	normal_cell3	normal_cell4	normal_cell5	normal_cell6	normal_cell7	normal_cell8	normal_cell9	normal_cell10	clone1_cell1	clone1_cell2	clone1_cell3	clone1_cell4	clone1_cell5	clone1_cell6	clone1_cell7	clone1_cell8	clone1_cell9	clone1_cell10	clone3_cell1	clone3_cell2	clone3_cell3	clone3_cell4	clone3_cell5	clone3_cell6	clone3_cell7	clone3_cell8	clone3_cell9	clone3_cell10	clone8_cell1	clone8_cell2	clone8_cell3	clone8_cell4	clone8_cell5	clone8_cell6	clone8_cell7	clone8_cell8	clone8_cell9	clone8_cell10	clone4_cell1	clone4_cell2	clone4_cell3	clone4_cell4	clone4_cell5	clone4_cell6	clone4_cell7	clone4_cell8	clone4_cell9	clone4_cell10	clone2_cell1	clone2_cell2	clone2_cell3	clone2_cell4	clone2_cell5	clone2_cell6	clone2_cell7	clone2_cell8	clone2_cell9	clone2_cell10	clone5_cell1	clone5_cell2	clone5_cell3	clone5_cell4	clone5_cell5	clone5_cell6	clone5_cell7	clone5_cell8	clone5_cell9	clone5_cell10	clone6_cell1	clone6_cell2	clone6_cell3	clone6_cell4	clone6_cell5	clone6_cell6	clone6_cell7	clone6_cell8	clone6_cell9	clone6_cell10	clone9_cell1	clone9_cell2	clone9_cell3	clone9_cell4	clone9_cell5	clone9_cell6	clone9_cell7	clone9_cell8	clone9_cell9	clone9_cell10	clone7_cell1	clone7_cell2	clone7_cell3	clone7_cell4	clone7_cell5	clone7_cell6	clone7_cell7	clone7_cell8	clone7_cell9	clone7_cell10
chr1:50000001-55000000	36480	36291	36654	36519	36982	36622	36753	36796	36801	36762	35560	35681	35499	35924	35953	35804	35668	36360	35915	35564	36105	36411	36272	36812	36209	36372	36633	36145	36355	36781	37200	36781	36861	36791	36899	36731	36656	36709	36584	37126	74080	75106	74143	75287	74581	73739	74394	75327	74481	74871	129652	130042	130409	129497	130033	130040	129866	129402	130086	129443	126118	125983	126026	126241	124850	126158	125611	125996	125692	125706	128063	128034	127969	128085	127726	127985	128056	127895	128134	128492	128280	128826	129132	128714	128998	128856	128467	128936	127814	128560	128054	129038	128604	128497	129025	129904	128970	127911	129263	129445
chr1:55000001-60000000	35983	36199	36371	35985	36180	36767	36437	36399	36415	36364	88689	89508	89111	88888	88310	88288	88483	88478	89525	89248	91150	90862	90084	90287	90984	90699	90522	90468	90012	91007	109652	111039	109419	109896	110741	109885	109430	109477	109443	111132	91512	92949	92631	92324	92839	93261	92723	93523	92980	92898	36493	36405	36701	36793	36425	37022	36838	36636	36730	36445	36022	35539	35198	35519	36138	35630	35430	35557	35788	35932	35830	36489	36100	36165	36088	36239	35854	35680	36997	35822	127525	127963	128011	128552	128787	128545	127822	128794	128427	128340	36887	36968	36323	37118	36790	36335	36203	36372	36583	36796
chr1:60000001-65000000	36290	36237	36480	35890	36130	35770	35712	36416	36331	36492	35710	35870	36046	36036	35995	35421	35941	35687	35403	35575	36444	36511	36131	36318	36180	36830	36090	36033	36379	36031	36524	36860	36816	37134	36577	36579	36816	36891	36904	37056	37086	36976	37082	37297	37558	37409	37494	36959	37216	37461	37412	36962	37041	36411	36517	36607	37277	36737	36425	36751	35675	35711	35548	34977	35465	35945	35857	36069	35805	35584	36231	36832	36977	36114	36411	36680	36136	36247	36070	35867	36498	37223	36717	36415	37353	37005	36720	36838	36726	36596	37154	37161	36673	36761	36955	36965	36729	36593	36860	36745
chr1:65000001-70000000	36004	36074	35951	36134	36100	35709	35742	36054	35817	35605	35014	35052	35947	34986	34788	34896	35204	35417	35585	35299	35829	36190	35928	35925	35778	36354	35880	36092	35678	35659	36798	36314	36485	36273	36487	36375	36534	36246	37052	36661	55873	56000	55751	55629	55732	55335	55683	55747	55699	56266	108858	108608	107847	108463	109204	108475	107925	108048	108486	108210	105920	106190	105955	106215	105695	104427	105116	105105	105576	105980	107184	107759	108165	108052	107233	106825	107338	106718	108128	107847	110451	110949	110016	109970	110461	109650	110493	110107	110234	110740	109825	110585	109775	109863	110258	109401	109094	109686	109987	109880
chr1:70000001-75000000	36267	35869	36143	35849	36446	36538	35952	36250	36112	36139	35397	35558	35399	35555	36054	35353	35414	36115	35956	35729	36360	36663	35742	36515	35783	36432	36199	36346	35739	36446	36772	36261	36581	36384	36976	37177	36539	36746	37130	37075	37297	37162	37219	37073	37140	37348	37525	37620	37325	37219	73134	73285	73432	72495	73832	73110	73298	73926	73712	73661	71170	71324	71479	71210	71278	71548	71249	71190	71353	71256	71864	72402	72633	72682	72321	72536	72293	72924	72813	72084	73229	73597	73364	73251	73675	72885	73131	73102	73493	73423	73600	73467	73485	73054	73754	72720	73099	73229	73696	73295
chr1:75000001-80000000	36287	36820	35659	36372	36567	36346	36309	36356	36131	36585	35273	34990	35540	35640	35540	35072	35015	35484	35654	35658	126201	125624	126464	125937	126080	126976	125391	125959	126122	126461	128207	129072	127646	127512	128771	128118	127936	128555	127585	128072	36893	36498	37089	37426	37307	37446	36752	37707	37033	36935	36413	36078	36360	36052	36327	36315	36306	36427	36786	36972	35581	35145	35305	35549	35738	35649	35787	35684	35641	35335	36245	36047	35962	36122	35777	36454	36449	36110	35582	35810	36907	36318	36778	36683	36653	36581	36239	35969	36759	36426	73469	72964	72864	73513	73094	72934	73290	73155	73184	73782
chr1:80000001-85000000	35780	35057	35444	35323	35499	35003	34890	35395	35121	34954	86100	86222	85774	86190	85488	86282	86443	86316	85739	86589	175743	174834	175707	174942	174577	175328	175739	176014	175401	176743	179449	178121	178475	176549	178159	177423	177754	176732	176699	176859	107893	108349	108012	108515	108291	108646	108701	108447	108058	107413	35756	36266	35550	35980	35477	35291	35795	35375	35365	35750	156356	156267	155258	155221	156251	156680	155286	155572	155554	154951	34994	34710	35309	35555	35223	35104	35165	35194	35195	35266	35593	35863	35962	34894	35405	35381	35752	35631	35430	35738	35276	35359	35744	35055	35344	35682	35045	35223	35594	35687
chr1:85000001-90000000	36161	36292	36311	35666	36061	36482	36094	36403	36109	35981	17522	17823	17644	17822	17664	17422	17367	17416	17568	17731	18108	17736	18042	18279	18274	17857	18084	17824	17577	18027	17987	18293	18283	18336	18346	18522	18193	18359	18445	18635	18736	18721	18431	18735	18534	18562	18778	18923	18892	18838	126699	127491	128760	127905	128423	127364	127362	128141	128137	127858	123143	124659	123881	123843	123935	124445	124555	123927	123956	123649	126918	126323	125734	126657	126773	127002	126722	126202	127035	126495	127580	126825	126162	126068	126835	127235	127074	126003	126454	127381	126977	127762	127521	127667	127196	127841	127867	127478	126714	127614
chr1:90000001-95000000	36558	36348	35766	35871	36325	35963	36292	36533	36487	36143	35781	34973	35512	35292	35128	35746	35566	35449	35562	35547	35981	36264	35881	35969	36148	35966	36561	36189	36381	36369	36926	36349	36494	36818	36565	36605	36581	36827	36575	36892	36992	37591	37353	37249	37733	37060	37396	37511	37186	37345	36390	36707	36311	36980	36798	36730	36215	36312	36120	36904	143095	142093	142538	141831	143473	143036	141998	143478	141916	141960	35901	35736	36103	36481	35990	36050	36411	36045	36415	36362	110323	110813	110055	110348	109958	109819	110230	110795	110074	110428	36766	36526	36446	36523	36452	36620	36662	36517	35908	36307
chr1:95000001-100000000	36259	36488	36278	36506	36586	36863	36482	36331	36398	36348	35640	35441	36089	35355	35449	35379	35458	35566	35890	35535	35794	35890	36132	35877	36082	36387	36219	36472	36084	36026	36836	36555	36760	37271	37088	36863	36384	36489	36084	36837	37135	37287	37273	37355	37331	37085	37372	37033	37066	37345	36436	36365	36533	36727	36771	36349	36741	36718	36457	36308	159889	161386	160196	159308	160688	160333	159440	161191	160122	160575	36421	36015	36190	36544	36281	36148	36702	36171	35981	36089	36914	36737	37158	36917	36665	36733	37169	36350	36058	36999	36633	35901	36503	36921	36598	36408	36628	36473	36769	36725
chr1:100000001-105000000	35313	34976	34972	35320	34750	35676	35138	35141	35210	35174	34483	34839	34365	34710	34286	34126	34823	34174	34734	34317	35316	34882	34944	35356	35309	35356	35073	34608	34970	35218	52856	52645	53300	52749	53193	53426	52900	53308	52793	53778	36229	36036	35419	35935	35911	35628	36015	35904	35983	35876	35641	35027	35524	35515	35616	35032	35813	35341	35742	35500	34736	34509	34721	34389	34208	34490	34309	34824	34885	34205	123402	123400	123801	122674	122698	123118	123439	123075	122974	122778	141623	140978	141287	141854	141328	142231	141198	141156	141826	141177	106893	106955	106817	106271	107213	106418	107186	107247	107407	106526
chr1:105000001-110000000	35021	34951	34934	35073	35387	34850	34968	34720	35287	34973	84946	86221	85600	85411	86428	85433	85597	85529	85015	85547	87129	86945	87587	86509	86839	86934	87611	87164	86951	85739	88106	88286	89045	88692	87518	87767	87833	86974	88112	88018	89522	89731	89267	88330	88922	89551	89217	89274	89155	88469	157129	156947	157827	157854	157540	157475	156681	158012	156913	156652	153600	152853	153243	152611	152929	153102	152973	152586	152395	152693	156486	155377	155805	155301	156247	156890	155137	155793	156236	156076	159624	160574	160042	159384	159911	159473	159105	160595	158912	159669	158753	158901	158848	159294	159357	159043	159088	159061	160282	159377
chr1:110000001-115000000	36610	36066	36325	36846	36239	36112	36382	36308	36562	36471	89371	89588	88463	88281	88318	88798	88740	89044	89195	88690	90698	90242	90608	90148	90626	89878	90875	90286	90477	90874	91543	91272	91225	91556	93097	91433	91989	92177	91642	92684	92820	93332	93739	93026	92775	92900	92857	92746	92928	92739	36631	36459	36401	36541	36984	36842	36661	36043	36665	36628	35569	35962	35223	35797	35330	36130	35533	35804	35769	35560	36297	35718	36259	36501	36243	36220	36033	36683	36519	36392	36621	36493	36454	36806	37061	36756	36515	36455	36844	36616	36942	37037	36644	36657	37199	36687	36715	37232	36652	36773
chr1:115000001-120000000	35638	36141	36472	35799	35731	35621	35890	36425	36081	36273	36023	35320	35076	34947	35293	35030	35537	35520	35721	34976	36424	35966	35742	35988	36103	36094	36121	35575	36158	35758	35815	36805	36094	35755	36810	36137	36375	35710	36625	36364	18555	18411	18583	18345	18284	18625	18480	18756	18404	18608	36320	36503	36575	36602	36060	36636	36689	36810	36700	36628	35543	35442	34944	35140	35042	34998	35129	35623	35486	35498	35792	36529	35935	35974	35956	36302	36174	35937	35935	35726	36287	35966	36305	36562	36644	36495	36012	36259	36837	36453	36280	36487	36449	35942	36671	36454	36512	36453	36285	36272
chr1:120000001-125000000	4013	4163	4016	4067	4173	4026	3973	3979	4244	4173	9751	9874	9863	9952	9936	9822	9906	9908	9971	10088	10050	10110	10264	10199	10145	9983	10085	10073	10091	10148	10116	10205	10348	10235	10145	10300	10439	10334	10256	10241	10350	10368	10315	10218	10448	10118	10315	10422	10251	10576	4137	4075	4038	4059	3985	4052	4103	4122	3873	4132	15843	15939	15657	15812	15759	16148	16042	15880	15994	15606	17984	17992	18307	17997	17998	18234	18064	18045	17890	18421	18345	18229	18830	18271	18172	18143	18356	18527	18686	18366	3998	4026	4117	4143	3975	4150	4166	4295	4227	4168
chr1:125000001-130000000	1168	1154	1095	1103	1049	1098	1072	1159	1074	1112	1014	1211	1170	1150	1158	1136	1132	1176	1120	1148	4483	4609	4540	4450	4403	4280	4493	4612	4657	4281	4574	4621	4532	4690	4511	4590	4550	4604	4458	4376	1164	1118	1259	1138	1179	1128	1104	1175	1148	1079	3955	3781	4015	3907	3961	4011	3979	4048	4128	3912	3839	3928	3804	3914	4030	3661	3941	3859	3747	3869	4047	3891	3928	4054	3929	3967	3776	4015	3902	3946	3977	3982	3993	3918	4074	3840	3973	3978	3986	4042	3785	3965	4035	3908	3964	4013	4016	3888	3909	4175
chr1:130000001-135000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:135000001-140000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:140000001-145000000	2388	2407	2399	2461	2377	2531	2362	2516	2424	2407	2379	2389	2264	2283	2383	2333	2376	2362	2260	2492	2416	2369	2265	2367	2287	2264	2453	2341	2277	2406	5773	6184	6033	6095	5971	6166	6213	6120	6101	6196	8871	8639	8676	8557	8688	8722	8622	8702	8629	8622	2322	2527	2405	2525	2501	2370	2496	2512	2451	2501	2395	2419	2341	2379	2419	2281	2351	2457	2260	2413	7393	7256	7254	7205	7449	7254	7014	7239	7212	7375	9791	9943	9797	9875	9891	9784	9868	9957	9747	9696	2522	2334	2436	2409	2373	2408	2428	2402	2474	2503
chr1:145000001-150000000	14653	14729	15214	14951	14776	15138	15056	14872	14693	14432	14504	14785	14568	14522	14622	14263	14447	14633	14470	14620	37236	36847	37120	37482	37143	37365	36901	36759	36887	37024	37561	37663	37967	37635	37488	37589	37639	37630	38024	37665	15241	14957	15079	15177	15310	15074	15081	15163	15193	15016	14841	14706	14643	14870	14839	15082	14665	14884	14822	14816	65422	66119	65752	65564	65234	65254	65695	65956	65077	65548	15203	14929	14852	14833	15133	14897	15123	14831	15092	15213	14605	14834	14632	14543	14834	14799	14800	14796	15013	14866	15060	14541	15068	14577	14747	14874	15111	14914	14859	15078
chr1:150000001-155000000	34922	34932	34675	34773	34868	35052	34846	35523	34905	35367	34710	34138	34265	34193	34733	34672	34686	34702	34563	34010	34466	35161	35009	34814	35100	35303	34976	34881	34856	34975	35177	35292	35528	35601	35346	34955	35607	35264	35269	35660	36260	36050	35736	35771	35691	36017	36052	36017	35709	35358	34804	35558	35207	35041	35259	35661	35514	35710	35192	35387	34294	33794	34141	34805	34565	34239	34220	33924	34315	34677	35263	35219	35148	35081	34923	34869	34981	34985	34870	35122	105670	106567	105416	106296	106355	106686	105258	105888	106051	105935	35431	35564	35611	35440	35666	35734	35234	35178	35421	35511
chr1:155000001-160000000	35304	35160	34986	35823	35388	35365	35237	35582	35695	35700	103877	103496	104681	104513	104070	103860	103583	103747	104401	103844	158429	158227	158918	157277	158766	159010	159231	157952	158408	158629	160752	160891	161227	161311	161111	161520	160146	161241	160531	161805	108648	108266	108588	108981	108358	108442	108031	109875	108185	108083	36137	35223	35643	35352	36110	35851	35534	35352	35791	35762	34746	34808	34638	34490	34289	34417	34810	34765	34759	35310	34932	35396	35104	35384	35385	35378	35184	35105	35642	35156	36191	35769	35199	35827	35779	35273	36085	35500	35542	36143	35710	35952	36233	35605	35977	36121	35611	36012	35841	35366
chr1:160000001-165000000	35378	35576	35442	35733	35286	35110	35194	35203	34942	35517	34643	34798	34312	34664	34659	34794	34850	34822	34978	34429	35726	35738	35602	35428	35203	34948	34909	35344	35561	35340	35927	35742	36512	35785	35709	35832	35729	36184	35677	35578	36937	36221	36286	36516	36020	36220	36217	36031	36184	36583	178638	178525	179071	178260	178933	178315	178230	177382	179482	178073	174333	173809	173166	174277	173047	173368	173211	173618	173571	173232	177153	175959	177087	177972	176585	176378	176359	176760	176175	177129	179162	179578	178363	179186	178406	179361	179806	177764	178382	179061	179132	178948	180080	179549	178346	179117	179124	178322	179036	178786
chr1:165000001-170000000	36168	36043	36305	36280	36166	36058	36001	36388	36261	36111	35895	35363	35412	35429	35348	35590	35653	35509	35380	35291	36385	36616	36306	36700	36091	36246	36506	36731	36446	36472	36673	36959	37110	36709	36847	36715	36547	36550	36873	36430	37398	37293	37203	36851	36931	36909	37050	37631	36935	37392	110078	110183	110398	110214	109905	110041	110624	109855	110232	109353	160635	160623	159810	159904	160062	160122	160093	160355	159948	161030	109368	108954	109408	109337	109454	109969	108361	109488	108997	109322	109861	110135	109986	110799	110534	109012	110141	109397	110381	109812	109640	110054	109604	109850	110146	110147	110134	110509	108625	109716
chr1:170000001-175000000	35888	36019	36170	35644	35515	36240	35957	35968	36235	36076	87713	88454	87410	87894	88664	88594	87752	87838	87768	88402	89551	89755	89427	89538	89780	89838	89845	89465	89851	89460	91486	91076	91863	90589	90783	90941	91093	90871	90930	91086	129770	128595	129102	130045	129014	128576	128172	129668	129059	130104	36255	37051	36675	36365	36289	36100	36336	36928	36739	35982	34919	35576	35167	35433	35330	35378	35341	35641	34846	35010	35666	35744	35639	36329	35749	36299	35883	36204	35813	35802	36198	36222	36532	36035	36843	36277	35823	36523	36614	36327	36089	36312	36251	36607	36503	36320	36168	36622	36613	36109
chr1:175000001-180000000	36184	36616	36259	36320	36414	36289	36030	36090	36565	35867	0	0	2	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	2	1	0	2	2	0	1	3	1	0	1	1	1	1	0	1	1	0	1	0	0	36841	36943	36740	36948	37110	36819	36419	36674	36617	36242	35676	35555	35984	35839	35322	34988	35498	35532	35392	35279	35898	36049	36191	35989	36702	36522	36082	36118	36253	35734	36708	36976	36917	36690	36648	36628	36535	36703	36597	36580	109584	110416	110340	110054	110711	109900	110203	110372	109899	110541
chr1:180000001-185000000	36516	36243	36307	36415	36344	36329	36216	36912	36149	36295	35775	35911	35562	35012	36121	35787	35977	36067	35455	35630	91141	90714	90684	90689	90136	90927	90988	90171	89983	90226	91465	91330	91584	91851	91409	91259	91153	90784	91989	92237	111900	112867	113098	111993	111388	111349	111375	111963	111762	111842	128211	128824	128848	127868	128929	128157	128463	128177	128458	128656	123804	125305	124838	124475	125662	124810	124732	124805	124902	125419	126057	126781	126656	128046	127833	126680	127002	127602	127740	128410	127914	128840	128653	129628	128758	129417	128496	129210	128539	128605	128892	128789	129148	129016	128631	129474	128640	129180	128719	128173
chr1:185000001-190000000	35863	36168	36067	36342	36728	36479	36208	36247	36191	36152	123599	123855	123721	124474	125054	123440	124021	124016	124039	123623	125682	126113	125341	126734	125786	126044	126217	126645	126018	126084	183039	183470	183180	184121	182158	181742	182259	182608	182099	183245	129104	129331	129543	129693	129601	129830	129346	129932	129890	128443	53503	54227	53967	54408	54458	54160	54031	53787	54365	54555	53024	52995	52796	52400	52994	53544	52710	52753	52993	53192	53650	53824	53937	53882	54137	54417	53690	54037	54351	53870	55476	55632	54995	55469	55252	55319	54861	55393	55619	55300	55128	55568	55519	55014	54530	55326	54688	55102	55610	55589
chr1:190000001-195000000	36152	36841	36671	35945	36652	36495	36717	36091	36606	36570	35534	35492	36012	35830	35718	35442	35425	35530	35113	35765	36289	36241	36094	36658	35989	36763	36294	35751	36304	36202	36333	36930	36820	36804	36694	36286	36871	36303	36894	36523	37624	36970	36959	37417	37337	37222	37401	37039	36800	37492	36702	36981	36503	36910	36448	36594	36765	36543	37236	36522	35330	35638	35853	35821	35423	35726	35346	35946	35412	35775	91675	91966	92391	92460	91350	91961	91881	92054	91538	91827	91451	91167	90387	91057	90733	90957	90642	91415	90502	90829	36945	35991	36790	37016	36829	36249	36677	36451	36359	36607
chr1:195000001-200000000	33485	33574	33360	33458	33389	33516	33297	33771	33448	33798	32946	32737	33159	32653	32814	32903	32741	32725	33130	33050	165660	166005	166050	166483	166037	166279	167496	166215	164822	166202	168822	169229	169470	169528	168294	168935	168765	169191	168609	168325	34456	33921	34228	34139	34170	34354	34074	34045	34218	33804	33926	34034	34107	34112	34169	34141	33785	34065	34364	34165	32851	33158	33056	32544	33013	32545	33058	32568	32920	32771	33308	33721	33280	33556	33722	33552	33077	33295	33645	33650	33152	33493	33515	32901	33193	33042	33324	33572	32993	33479	33684	33440	33419	33518	33436	33802	33720	33395	33612	33394
