bin	normal_cell1	normal_cell2	normal_cell3	normal_cell4	normal_cell5	normal_cell6	normal_cell7	normal_cell8	normal_cell9	normal_cell10	clone1_cell1	clone1_cell2	clone1_cell3	clone1_cell4	clone1_cell5	clone1_cell6	clone1_cell7	clone1_cell8	clone1_cell9	clone1_cell10	clone3_cell1	clone3_cell2	clone3_cell3	clone3_cell4	clone3_cell5	clone3_cell6	clone3_cell7	clone3_cell8	clone3_cell9	clone3_cell10	clone8_cell1	clone8_cell2	clone8_cell3	clone8_cell4	clone8_cell5	clone8_cell6	clone8_cell7	clone8_cell8	clone8_cell9	clone8_cell10	clone4_cell1	clone4_cell2	clone4_cell3	clone4_cell4	clone4_cell5	clone4_cell6	clone4_cell7	clone4_cell8	clone4_cell9	clone4_cell10	clone2_cell1	clone2_cell2	clone2_cell3	clone2_cell4	clone2_cell5	clone2_cell6	clone2_cell7	clone2_cell8	clone2_cell9	clone2_cell10	clone5_cell1	clone5_cell2	clone5_cell3	clone5_cell4	clone5_cell5	clone5_cell6	clone5_cell7	clone5_cell8	clone5_cell9	clone5_cell10	clone6_cell1	clone6_cell2	clone6_cell3	clone6_cell4	clone6_cell5	clone6_cell6	clone6_cell7	clone6_cell8	clone6_cell9	clone6_cell10	clone9_cell1	clone9_cell2	clone9_cell3	clone9_cell4	clone9_cell5	clone9_cell6	clone9_cell7	clone9_cell8	clone9_cell9	clone9_cell10	clone7_cell1	clone7_cell2	clone7_cell3	clone7_cell4	clone7_cell5	clone7_cell6	clone7_cell7	clone7_cell8	clone7_cell9	clone7_cell10
chr1:50000001-55000000	182846	182257	181884	182979	183766	183283	182302	182807	183474	183011	178982	179146	178348	179380	179010	178713	177179	179062	179460	178246	181304	181603	181121	182384	181623	181705	181196	182469	182683	182136	184819	183913	183547	184152	184091	184120	183756	183427	184633	185028	373217	373987	373562	374336	372640	373000	373699	373870	373237	374647	648172	648906	648708	647272	646980	649225	648768	647330	648084	649887	628976	629519	628482	628247	626184	628596	625559	628584	627509	629166	641869	640783	640357	641079	641500	641295	638792	641180	637874	640224	641721	642129	643982	642441	643879	642823	643355	644074	640936	643171	643292	644986	643403	644015	644942	644297	645162	642902	644789	643955
chr1:55000001-60000000	181124	181450	181376	179514	181707	180858	181384	180477	181084	180712	444927	445838	446411	445527	444684	445192	444548	443643	444976	446042	453777	452424	452648	453389	451405	454164	452883	451962	451323	451315	549044	549161	550308	549149	549241	550035	548655	549674	547117	551479	463041	464470	463087	463443	465423	465335	463804	464539	463870	464367	182516	182504	182794	183293	183499	183869	182547	183192	182336	182358	178654	178217	177867	178013	178221	177200	177190	178529	178932	178739	181524	182162	181041	180806	181225	181426	180393	179691	182035	180355	640130	638605	643312	641724	640884	641111	639701	641626	642227	641458	183782	184547	183161	183871	184465	182823	183932	184009	183345	183471
chr1:60000001-65000000	180909	181397	181578	182387	180944	181148	181452	180687	181771	181558	178314	178800	178784	179061	179261	179375	179630	179229	177581	179732	181453	181970	182650	182212	181085	181955	181729	181219	181135	181631	184208	183876	184446	184336	183983	183905	183886	184142	184410	185090	186597	185745	185493	184942	185503	185783	185211	187083	185347	186326	184013	184395	184189	183102	183802	184270	184899	183284	183971	182891	177935	178609	177801	178394	178512	178107	178608	178936	179587	178731	182175	182909	181813	181102	181995	182677	181839	181832	181631	181128	184585	184251	183788	182924	184701	184652	183751	183721	183868	184743	184377	185035	184020	183471	184124	184520	183555	184087	184253	183621
chr1:65000001-70000000	180173	180076	179923	180181	179530	180088	179747	180418	180682	180970	176191	176887	177100	176548	177031	176595	176760	176822	176839	177527	180137	181238	180450	178899	179603	179947	179880	180534	179220	179936	182593	182862	181611	182180	182453	181749	182701	181829	183014	182905	279077	279115	278337	278081	278976	278576	278822	278077	278053	278558	542188	541363	540636	542153	543155	540065	539288	540245	540989	541376	527627	527785	527554	526878	528202	526170	526960	526886	526968	529996	538215	538319	538870	537942	538478	537130	539110	538007	536930	539151	550425	551353	550330	550589	551318	550437	550663	549300	552068	548999	547396	548636	547261	549911	549190	549834	548832	549415	549850	548509
chr1:70000001-75000000	182072	181453	180396	180810	181749	181285	181283	182344	181162	181001	177841	178063	177346	177913	178381	178022	177182	178451	177654	178111	180805	181340	180425	180581	180529	181772	181410	180870	180324	181012	184141	182821	182858	183386	183599	183576	183494	183177	183884	183734	185974	185951	186339	185599	186077	186022	186694	186890	185625	185836	366628	366836	367198	364707	365867	365620	367131	366073	366742	366570	355131	356052	356383	356186	355543	357342	358388	356613	356438	356520	361855	362910	363902	363564	362772	363418	363052	362704	362951	362476	368321	367424	366459	366629	367289	366275	366549	366399	367508	366878	367088	367253	366822	367293	367677	365907	366853	368044	368536	366891
chr1:75000001-80000000	181859	182107	181598	181668	181532	182086	181221	180106	181681	181687	177671	177016	178494	177843	177619	177658	176829	177161	177677	178246	631217	631661	632667	631396	630355	630800	629476	629662	630303	631151	640467	641225	639304	640298	637998	638569	640184	639920	638222	640412	184358	183852	184824	185662	184626	185651	185345	186441	184606	184998	182949	181244	182662	182858	182912	182134	182397	182170	181840	183207	177896	176927	178269	177950	177436	177993	177041	178039	177866	177420	180251	180592	180511	181628	180746	181352	181998	180710	179048	180998	182535	182356	182776	182174	182442	182727	182190	182068	182450	183387	366850	367636	365368	367259	365723	365477	364637	366126	365812	366826
chr1:80000001-85000000	176223	175130	175811	175751	176492	175884	175713	175800	175785	175748	432075	432427	431730	431767	431182	431947	431438	430599	431208	431879	878357	876262	879168	877614	878816	877343	876952	878686	877343	880539	889120	887905	889925	886420	887202	888593	888985	889033	885968	887525	539197	540483	541363	542216	539946	541184	542069	541717	540744	541888	177208	178705	177699	179093	178084	177454	178486	177590	177972	178092	777084	778717	777778	776029	779635	780102	776232	777357	776972	777015	175442	175196	175894	176008	175865	176265	175464	175302	175015	175863	177972	178221	177852	177032	176828	177970	177850	177887	177526	177528	176978	177558	178597	177185	177812	177622	177818	178394	177688	178505
chr1:85000001-90000000	180233	179991	180273	179802	180847	179948	180899	181024	179661	180235	87913	88765	88317	88822	87972	87931	87840	88006	88414	88582	89657	89458	90761	89978	89903	89855	90352	90146	89336	89902	91293	90866	90984	91498	91315	91581	91429	91331	92072	91561	93017	92207	92675	92574	92708	92658	93011	92396	93342	92678	639071	639651	639000	638630	639967	640204	638145	638558	638209	639966	619906	620476	619779	619768	619575	621873	621751	621634	620781	620706	632203	633303	632687	633509	633256	634314	634382	634775	633970	633246	634173	632480	634046	633559	634535	634422	634412	633369	633736	635782	637312	637040	636429	636664	637962	636912	637290	637973	636881	637790
chr1:90000001-95000000	181617	181213	179977	180818	181414	181685	182506	181727	181053	180547	177999	177495	177412	177365	177089	177604	177190	178323	177460	177466	181927	181043	180777	180242	180725	180950	180859	180202	181106	181565	185073	182517	183984	182743	182544	182976	183133	183346	183577	183295	185438	186351	185937	184337	186059	185863	186166	186214	185987	185151	181979	182769	182908	183095	182247	182952	181664	182561	182150	183585	712984	711708	714171	709783	713095	711657	710748	713457	711900	710915	180500	181143	181506	180050	181193	182160	181139	181071	181037	180922	552187	551822	550536	549706	551318	551072	549937	549901	550208	550158	183719	183113	183075	183860	183146	183298	182674	183626	182603	183225
chr1:95000001-100000000	181128	181715	181438	181442	181256	181295	180852	181878	181807	181838	177507	176498	177555	176491	178359	176984	177577	177089	177979	178133	180190	180335	179658	179720	179446	180549	180723	180884	179452	180697	184162	183356	183765	183907	184130	184341	182808	183167	183241	182724	186332	186209	186435	187199	187027	187261	186968	186066	186877	185793	182730	182467	183864	182768	183438	183422	183987	183530	182739	183055	801514	800788	800874	799991	800853	801769	800948	801851	801632	800223	181032	181167	181819	180575	180710	180576	182147	181888	180686	180586	182579	182060	183773	182770	183543	183881	184150	183315	182834	183124	183707	181958	182937	183557	183627	183543	183435	182863	184528	183691
chr1:100000001-105000000	176676	175815	175873	175753	175372	176245	175909	175824	176004	176480	171948	172398	171815	172106	171033	171802	172388	172292	171632	172110	175366	175068	174913	176171	174809	175811	175515	175043	173914	175718	265461	265691	266111	264936	265351	265998	264072	265354	265259	267233	179859	180737	178521	179975	179453	179066	179942	179644	180181	178957	176487	176601	177354	176749	177016	177190	177227	175768	176956	176968	174086	172817	173057	172483	172210	172562	172882	172970	173822	172187	615866	616601	615420	615876	616185	616612	618199	615934	615204	614697	705929	705849	707070	706806	706849	708947	707245	707046	707774	706233	534283	533181	533865	532024	532871	533256	534254	534480	533973	533443
chr1:105000001-110000000	175187	174931	174979	174686	175681	175039	175560	174831	175554	175116	428544	428353	429152	426833	427961	426758	428458	426970	426015	427474	435159	434951	435533	434587	434571	435497	434013	434946	435297	433778	438836	440700	440138	440014	439184	439371	438450	440162	440315	440569	446840	446730	446371	445327	444577	444966	445631	445309	445511	445977	785306	784677	784872	784630	784691	784606	783644	783885	782948	786114	765211	765268	764711	767242	765425	765567	764157	764810	764597	765010	779874	780052	780099	779298	779114	780503	779974	777934	780406	781915	797801	801869	799269	798273	799350	796087	799178	799822	797446	798189	795197	795270	794571	794938	794569	795125	796546	794524	795927	796663
chr1:110000001-115000000	182044	182269	182284	182673	182294	181199	181922	182343	181949	182283	445039	445287	444544	445201	443883	444718	444445	444397	446632	443335	452256	452381	453417	451939	451560	452756	452142	451424	452436	452937	459544	458338	459871	459272	460609	459779	458829	459487	459277	459892	465760	465030	467303	464985	463884	465378	465684	464992	465617	465198	183586	183086	182811	182570	182989	182839	182927	182606	183314	183260	178668	178988	177471	178413	178228	177805	178288	179333	177191	177714	181644	181714	181605	181314	181553	181436	180856	182316	181969	181721	181788	182757	182582	183325	183505	182844	183773	183765	182268	182600	184567	184544	183325	184360	183290	183467	182975	183564	183742	183320
chr1:115000001-120000000	180407	180346	180427	179981	180165	180117	179898	180480	179428	180110	177320	176728	177074	176395	175936	175908	176512	176349	177639	176215	180423	179502	179787	179696	180036	179373	180073	179479	180401	179519	181592	182498	182064	181208	182524	181899	181808	181375	180806	182203	92374	92144	91730	92572	92656	92895	92666	93473	92346	92510	181909	181941	181809	183234	181907	182066	182381	182398	182822	182842	176186	177097	176272	175908	175674	176103	175838	176815	177576	176791	179621	180130	180018	180503	178997	179618	180902	179449	180330	179051	180634	181399	182183	180757	181096	181821	180958	181463	182913	182038	182478	181231	182026	182735	183259	182180	182319	182226	183112	183003
chr1:120000001-125000000	20246	20361	20140	20117	20194	20552	20462	20277	20404	20265	49017	49430	49252	49526	49507	49309	49698	48978	49533	49770	49894	50532	50897	50293	50259	50540	50581	50665	50634	50410	51515	50712	51074	50732	51177	51032	51340	50873	50622	51018	51927	51684	51919	50987	51631	51061	51466	51557	51428	52177	20267	20060	20099	20386	20311	20241	20360	20543	20004	20334	79154	78952	78824	78894	79138	78818	79066	78848	78576	78797	90988	90322	91226	90535	90919	90204	90776	90934	90621	91144	91932	91413	92363	91414	92052	91507	91608	92243	91513	92233	20350	20490	20762	20641	20182	20728	20641	20824	20852	20485
chr1:125000001-130000000	5538	5563	5488	5354	5453	5567	5595	5540	5730	5669	5606	5640	5618	5605	5516	5494	5510	5592	5674	5684	22007	22373	22390	22137	22310	22020	22181	22372	22668	22102	22708	22699	22749	22738	22611	22726	22556	22843	22761	22968	5657	5732	5838	5805	5717	5990	5753	5879	5685	5508	19777	19453	19856	19823	19934	19997	19748	20151	19627	19721	19383	19449	19488	19588	19139	19404	19490	19507	19381	19397	19921	19432	19691	19923	19621	19664	19591	19611	19380	19724	20178	19989	20036	19782	19966	19874	20152	20176	20157	19901	19866	19777	20016	19842	19844	20161	19859	19816	20058	20073
chr1:130000001-135000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:135000001-140000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:140000001-145000000	12135	12210	12080	12040	12108	12007	11954	12129	11886	12213	11839	12005	11443	11612	11871	11918	12028	11667	11800	12097	12043	11989	11564	11652	11909	11755	11932	11926	11582	11710	29827	30443	30526	30682	30306	30388	30737	30313	30352	30425	43485	43758	43149	43219	43177	43352	43648	43270	43832	43151	12128	12137	12143	12278	12227	12155	12174	12397	12057	12394	11761	12118	11951	12010	12072	11742	11925	12034	11893	11878	36485	36188	36154	36423	36721	36444	36139	36541	36166	36237	48473	48657	48294	48827	48682	49192	49140	48502	48590	48773	12298	11988	12474	12286	12284	12140	12284	12345	12465	12376
chr1:145000001-150000000	74189	74066	74119	74235	73923	74763	74257	74277	74519	73829	73463	73274	72205	73043	72952	72325	72655	72724	72883	73111	185132	185271	184547	185303	184115	186420	184721	184776	184484	185500	188076	187129	188733	187845	187325	188247	187972	187875	189098	188300	76417	75590	75999	76300	75864	75877	75944	75887	75394	75622	74341	74468	74716	74873	75273	75098	74789	74694	74724	74760	328178	327951	326924	327679	327604	326700	328066	327678	327657	327213	74481	73964	74587	73725	74976	75170	74800	74569	74667	75359	73709	73964	73995	74230	74556	73932	73657	75063	74003	73904	75522	74620	75130	74433	75151	74850	75432	74827	74365	75617
chr1:150000001-155000000	174498	176558	174262	175332	175056	174842	175794	175771	174498	176470	172007	172015	173096	171990	172893	172381	172313	172581	172215	172021	174096	175356	174075	174222	174331	174840	175211	174958	173543	175045	176345	177177	177958	177231	177582	177789	176840	176080	176621	178503	180512	180059	180985	179187	180090	179512	179378	181171	179853	179074	176261	176401	177564	176018	176072	177590	176360	177406	176227	177402	172158	171548	172049	172044	171323	171920	172061	171868	171714	172794	176165	176539	176083	175727	175084	175111	174977	175700	175568	175883	531209	529827	530342	529859	531723	532263	527968	529214	529458	529717	177713	177061	177219	176747	177103	177265	176613	176994	177326	176817
chr1:155000001-160000000	176545	176318	176216	178371	176806	177392	176514	177658	177238	176413	520512	519648	521337	520216	520360	520963	519946	520737	520650	519677	793648	793699	793379	792014	796247	793100	793560	792780	793399	793715	805710	804506	805461	805341	805807	805936	804631	805978	805171	805417	542513	542797	544617	542334	541996	542678	541883	545496	542453	543022	179149	177391	178660	177619	178846	178042	178468	178106	177470	178206	173346	172842	173348	173548	173154	173365	172980	173450	173445	174465	176653	176071	176770	177482	176481	176704	177118	176889	176810	176413	178405	177564	177405	177644	179066	177686	178167	177581	177750	178218	179478	179474	179459	179219	179432	178912	179173	178715	177850	178824
chr1:160000001-165000000	176972	178247	177001	177689	177015	177668	176646	177050	175709	176600	173565	173500	173151	173919	173464	174213	174726	173741	174979	173128	176312	176991	177237	176656	177114	175867	176065	176674	176926	177824	179571	178878	179509	178046	179412	178600	178776	179026	178895	178452	182012	180524	180865	180795	180671	181563	181353	181227	181239	181352	894561	895406	892659	892055	894631	894967	893112	893494	892469	892757	869197	867097	868498	868964	868382	867384	868932	870531	869312	868231	885519	883435	885814	885647	883905	882889	885101	883420	882493	885305	894842	894496	890647	895013	892449	893892	893819	893738	894997	893714	895732	897270	894353	896518	893797	893596	895460	895031	892597	893369
chr1:165000001-170000000	181470	180921	180294	181877	181064	181263	181147	180796	181196	181635	178854	177534	178857	178181	177886	177862	177871	177574	178103	176733	181934	181671	181065	181562	181243	182150	181927	182071	180980	180445	183994	184074	183965	183666	183420	184027	183220	183753	184544	183700	186518	185989	186446	185254	185721	185331	185008	186584	185509	185901	551890	549787	549423	549961	550846	549644	550588	551394	550396	550366	801376	801113	800928	802835	800791	800743	800586	801862	800931	800581	545321	545336	544410	545574	544431	546436	544800	545658	544564	544928	548999	550303	551110	551442	550963	548476	550985	549725	550182	550396	548310	550652	548972	551300	550883	548707	551150	549892	547151	548820
chr1:170000001-175000000	179459	180045	179720	180117	179856	180045	179370	180729	180249	179671	440939	441175	439968	441533	440733	443203	441272	441484	440461	442187	447667	448113	448050	447514	448621	449738	449363	448012	449258	448122	456610	455375	456118	455116	454752	455543	455893	455050	456181	456217	644760	645003	642382	645497	646664	644460	642966	646088	645572	644683	183218	183076	182214	181752	181213	182676	182448	182512	182953	182019	176318	177261	177251	176706	177103	176203	177859	176834	175668	175914	178761	179641	179863	180052	179231	180420	179246	180324	179570	180049	181953	182106	182385	181347	182737	182817	180694	182600	182013	182685	181392	181875	182574	181023	181929	182376	181013	182799	182435	180926
chr1:175000001-180000000	180575	180642	181278	180339	180493	180920	180645	180443	181042	180324	2	3	5	5	3	2	4	2	3	5	4	2	4	6	4	6	3	8	3	7	7	5	6	9	3	4	8	5	4	5	5	5	8	3	6	2	2	3	4	3	183944	183659	183761	183779	183523	183082	184256	183178	183753	182711	177760	177452	177846	178013	177562	176794	177195	177676	176416	177498	181273	180713	180689	180993	181768	181118	180461	181389	181362	181275	183531	182989	184208	183746	183776	184076	183020	182810	183112	183065	549511	550540	551204	548472	550178	551249	551045	550139	549674	551241
chr1:180000001-185000000	182374	182008	182232	182186	182014	182314	182707	182830	181715	182003	178308	178686	178612	177576	179057	178017	178383	178869	178389	177659	453764	452919	452723	454348	452237	452210	453419	453831	453301	451866	459230	457706	456986	457934	457584	457861	457395	457481	458395	456787	559663	560674	560752	559806	559240	558485	560257	558880	558527	558318	642081	641957	642807	641920	641833	642587	642166	641871	641686	643322	622823	623544	624164	626301	622958	624177	622902	623934	622945	625300	635483	637222	635659	636315	636034	636562	635234	635260	636863	636496	641149	643427	642890	644350	643901	643773	642656	643726	643357	642708	644387	644615	644696	644748	644529	644439	643580	645490	643436	643991
chr1:185000001-190000000	181022	179964	180875	181029	180027	180867	180246	181411	180433	180710	617942	619356	620277	619866	621104	620520	621378	621330	618803	620909	628803	631745	629212	632985	630714	630976	630685	632984	631052	630987	913205	913119	912590	914422	913223	910041	913217	911614	914552	913398	648052	648419	647322	648607	647593	647042	646920	648125	648891	646717	270011	270182	270849	270140	270749	270196	270642	269591	271366	272051	264837	265149	264717	264158	264793	264457	264095	264885	265175	264714	269775	269628	270387	269807	269006	270157	269843	270210	269970	269011	277036	276841	276491	277228	277235	276437	275029	276428	277015	276432	274194	275150	276907	275053	275452	275526	274852	273788	275607	274924
chr1:190000001-195000000	182048	182379	182888	181932	182241	182713	182351	181889	183044	181692	177875	178419	179154	179057	178784	178506	178494	178693	178547	179137	180680	180707	181639	181558	182072	181986	180789	181600	181359	182343	183018	184342	183880	184303	184219	184290	184996	182674	183473	184708	186289	185498	186708	186066	186728	185278	186387	186103	185458	186184	183884	183392	183569	184418	183695	182571	183163	183001	184976	182966	178088	177825	179226	178657	177684	178521	178635	178733	177594	177958	457470	459519	458918	458343	456914	459393	458648	458987	457664	459297	455800	455235	455305	454907	455114	456252	456113	455388	455451	453357	184040	182694	183884	183442	183112	182754	184151	183094	182599	182980
chr1:195000001-200000000	166852	167373	166557	167533	167197	166987	166934	166803	168673	167659	164257	163541	163587	165085	164046	163914	163162	164272	163504	163482	829829	832173	830587	831146	831015	830499	831967	829413	829814	829970	843385	842153	844711	845793	842768	841451	842903	843138	842097	844222	171269	170092	170891	170758	170485	170583	170615	170777	171008	171107	169703	170742	169805	170736	170156	170507	170114	170332	170739	169917	165203	164472	165215	163912	164116	164506	165074	164546	165443	163969	168189	167063	166916	167597	167217	167511	167534	166933	168053	167149	165990	166997	167006	166215	166818	166687	166688	166404	166173	166705	168674	166930	167104	168470	167702	168244	168373	167824	168339	167669
